index,gender,is_car,is_reality,income_year,income_type,edu_type,marital status,house_type,is_mobile,is_email,job_type,family_size,credit
158,0,0,1,202500,State servant,Higher education,Married,House / apartment,1,0,Core staff,3,2
159,1,0,1,153000,Pensioner,Higher education,Married,House / apartment,1,0,,2,1
160,1,1,1,72000,Working,Secondary / secondary special,Married,House / apartment,1,0,Sales staff,3,2
161,0,1,1,360000,Working,Secondary / secondary special,Married,House / apartment,1,0,Managers,4,0
162,1,0,0,540000,Working,Secondary / secondary special,Separated,House / apartment,1,0,Managers,2,2
163,1,0,1,155250,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2,2
164,0,1,1,189000,Working,Secondary / secondary special,Married,House / apartment,1,1,Security staff,2,1
165,1,0,1,139500,State servant,Higher education,Married,House / apartment,1,0,,2,1
166,1,0,1,495000,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,,1,2
167,0,1,0,459000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Drivers,2,2
168,1,0,0,157500,Working,Secondary / secondary special,Married,House / apartment,1,0,,2,1
169,1,0,1,225000,Working,Secondary / secondary special,Separated,House / apartment,1,0,,2,1
170,0,1,1,450000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,Core staff,3,2
171,1,0,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,0,Private service staff,2,0
172,0,0,1,135000,Working,Secondary / secondary special,Married,House / apartment,1,0,,3,1
173,1,0,1,189000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2,0
174,1,0,1,225000,Commercial associate,Higher education,Married,House / apartment,1,1,Sales staff,2,2
175,0,0,1,112500,Working,Secondary / secondary special,Married,House / apartment,1,0,Drivers,2,1
176,1,1,0,315000,State servant,Higher education,Married,House / apartment,1,0,Managers,2,2
177,1,0,0,157500,Commercial associate,Higher education,Single / not married,Rented apartment,1,0,,1,1
178,0,0,0,126000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2,2
179,0,1,1,315000,Commercial associate,Secondary / secondary special,Married,Rented apartment,1,0,Drivers,2,2
180,1,1,1,720000,Commercial associate,Higher education,Separated,House / apartment,1,0,Managers,1,2
181,1,0,1,90000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2,0
182,1,0,1,67500,Working,Higher education,Married,House / apartment,1,0,,4,0
183,1,0,1,157500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2,1
184,0,1,0,225000,Working,Secondary / secondary special,Married,Office apartment,1,1,Drivers,2,2
185,1,0,1,180000,Working,Lower secondary,Widow,House / apartment,1,0,Cleaning staff,1,2
186,1,1,1,216000,Working,Higher education,Married,House / apartment,1,0,Secretaries,2,2
187,1,1,1,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Laborers,3,1
188,1,0,0,112500,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,,1,0
189,1,0,1,112500,Working,Secondary / secondary special,Married,House / apartment,1,0,,2,2
190,1,0,1,90000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,0,,1,0
191,1,0,0,121500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2,2
192,1,0,1,135000,Working,Higher education,Married,House / apartment,1,0,Laborers,2,2
193,0,1,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Security staff,2,0
194,0,1,0,252000,State servant,Higher education,Married,House / apartment,1,0,High skill tech staff,3,1
195,1,0,1,202500,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,Laborers,2,2
196,0,1,1,202500,Working,Secondary / secondary special,Married,House / apartment,1,0,Managers,2,2
197,0,0,1,360000,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,Sales staff,3,2
198,1,0,1,225000,State servant,Secondary / secondary special,Married,House / apartment,1,0,Medicine staff,4,1
199,1,0,1,360000,Working,Secondary / secondary special,Married,House / apartment,1,0,Sales staff,4,2
200,0,1,1,202500,Working,Higher education,Married,House / apartment,1,0,Managers,2,1
201,1,1,1,225000,Working,Higher education,Married,House / apartment,1,0,Core staff,2,1
202,1,0,0,135000,Working,Higher education,Married,House / apartment,1,0,Core staff,2,1
203,0,1,1,360000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Laborers,2,2
204,0,0,0,382500,Working,Secondary / secondary special,Married,Municipal apartment,1,0,Managers,2,1
205,1,0,1,171000,Working,Secondary / secondary special,Single / not married,Rented apartment,1,0,Laborers,1,2
206,0,0,0,292500,State servant,Secondary / secondary special,Married,House / apartment,1,0,Core staff,2,1
207,1,1,0,144000,Working,Secondary / secondary special,Widow,House / apartment,1,0,HR staff,1,2
208,1,0,0,112500,State servant,Higher education,Married,House / apartment,1,1,Core staff,4,0
209,1,0,1,81000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2,2
210,1,1,1,225000,Working,Higher education,Separated,House / apartment,1,0,Core staff,2,1
211,1,0,1,315000,Commercial associate,Higher education,Separated,House / apartment,1,0,Accountants,1,2
212,0,1,1,427500,Working,Higher education,Married,House / apartment,1,0,Managers,3,1
213,1,0,0,78750,Working,Secondary / secondary special,Married,With parents,1,0,Security staff,2,2
214,1,0,0,67500,Pensioner,Higher education,Widow,House / apartment,1,0,,1,0
215,1,0,1,121500,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,2,2
216,1,0,0,144000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,Core staff,1,2
217,1,0,1,135000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2,1
218,1,0,0,94500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2,0
219,1,1,0,562500,Working,Higher education,Married,House / apartment,1,0,Managers,2,0
220,1,0,1,90000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,0,,1,1
221,1,0,0,72000,Commercial associate,Higher education,Married,House / apartment,1,1,Accountants,3,2
222,0,0,1,144000,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,Security staff,2,2
223,1,1,0,202500,Commercial associate,Secondary / secondary special,Married,Municipal apartment,1,0,Accountants,2,2
224,1,0,0,270000,Working,Higher education,Married,House / apartment,1,0,Managers,2,2
225,0,1,0,180000,Working,Secondary / secondary special,Married,House / apartment,1,0,,3,1
226,1,1,1,315000,Commercial associate,Higher education,Married,With parents,1,0,Managers,4,2
227,0,1,1,180000,Working,Secondary / secondary special,Married,House / apartment,1,0,,2,1
228,0,0,1,292500,Commercial associate,Higher education,Single / not married,Rented apartment,1,0,Sales staff,1,0
229,1,0,1,90000,Pensioner,Higher education,Married,House / apartment,1,0,,2,2
230,1,0,0,103500,Working,Secondary / secondary special,Married,House / apartment,1,0,Medicine staff,2,2
231,1,1,0,67500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2,2
232,1,1,1,225000,Working,Higher education,Civil marriage,House / apartment,1,0,Sales staff,2,0
233,0,1,1,112500,Working,Secondary / secondary special,Married,House / apartment,1,0,,2,1
234,0,1,1,450000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,Drivers,2,1
235,0,0,1,247500,Commercial associate,Higher education,Civil marriage,House / apartment,1,0,Core staff,2,1
236,0,1,0,247500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Drivers,2,1
237,1,0,0,112500,State servant,Secondary / secondary special,Married,House / apartment,1,0,,2,2
238,0,0,0,225000,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,2,2
239,1,1,1,270000,Working,Higher education,Separated,House / apartment,1,1,Sales staff,2,2
240,0,1,0,382500,State servant,Higher education,Married,Office apartment,1,0,,2,1
241,0,0,0,202500,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,4,1
242,1,0,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Accountants,4,2
243,1,0,1,112500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,Sales staff,1,2
244,0,0,0,99000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,Laborers,2,1
245,1,1,1,157500,State servant,Secondary / secondary special,Married,House / apartment,1,0,Laborers,3,0
246,1,1,1,202500,Working,Higher education,Married,House / apartment,1,0,Accountants,2,1
247,1,0,1,90000,Working,Secondary / secondary special,Married,House / apartment,1,1,Cleaning staff,2,2
248,0,1,1,157500,Commercial associate,Higher education,Married,With parents,1,0,Drivers,4,2
249,0,0,0,180000,Working,Higher education,Married,House / apartment,1,0,Core staff,2,1
250,0,0,1,180000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,1,0,High skill tech staff,3,1
251,1,0,0,202500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2,2
252,1,1,0,90000,Working,Incomplete higher,Married,Rented apartment,1,0,Laborers,3,1
253,1,0,1,225000,Commercial associate,Higher education,Single / not married,House / apartment,1,0,Core staff,1,2
254,1,1,1,126000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Core staff,2,2
255,1,0,1,180000,State servant,Higher education,Married,House / apartment,1,1,High skill tech staff,3,1
256,1,0,1,360000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,Sales staff,3,2
257,1,0,1,157500,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,,1,1
258,1,0,1,315000,Working,Secondary / secondary special,Separated,House / apartment,1,0,Laborers,1,0
259,1,1,1,270000,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,3,2
260,1,0,1,180000,Working,Higher education,Civil marriage,House / apartment,1,0,Sales staff,3,1
261,1,0,1,180000,Working,Secondary / secondary special,Married,House / apartment,1,0,Core staff,4,2
262,0,0,0,180000,Commercial associate,Incomplete higher,Married,House / apartment,1,0,,2,2
263,1,0,0,180000,Working,Incomplete higher,Married,With parents,1,0,,3,2
264,1,0,0,81000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2,2
265,1,0,0,67500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,,2,0
266,1,0,1,238500,Working,Higher education,Married,House / apartment,1,0,Sales staff,2,2
267,1,1,1,202500,Pensioner,Higher education,Widow,House / apartment,1,1,,1,2
268,1,0,1,630000,Working,Higher education,Separated,House / apartment,1,0,Accountants,1,2
269,1,0,1,405000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,Sales staff,1,2
270,0,1,0,135000,Working,Higher education,Married,House / apartment,1,0,Core staff,4,0
271,1,1,0,112500,Working,Higher education,Married,With parents,1,0,Core staff,2,2
272,1,0,1,67500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2,2
273,0,1,0,135000,Working,Secondary / secondary special,Married,With parents,1,0,,4,2
274,0,1,1,184500,State servant,Higher education,Married,House / apartment,1,0,Managers,2,2
275,0,1,0,337500,State servant,Higher education,Married,House / apartment,1,0,,3,1
276,1,0,0,67500,Pensioner,Secondary / secondary special,Separated,House / apartment,1,0,,1,2
277,0,0,1,90000,Commercial associate,Secondary / secondary special,Married,With parents,1,0,Laborers,3,0
278,1,0,1,180000,Working,Higher education,Married,House / apartment,1,0,Core staff,2,1
279,0,1,1,112500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2,1
280,1,0,1,112500,Working,Secondary / secondary special,Married,House / apartment,1,0,Cooking staff,2,1
281,1,0,1,76500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2,2
282,0,0,0,90000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,0,,1,2
283,0,1,1,252000,Commercial associate,Higher education,Married,House / apartment,1,0,Drivers,2,2
284,0,1,1,180000,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,1,0,,2,2
285,1,0,1,112500,Working,Secondary / secondary special,Widow,House / apartment,1,0,Laborers,1,0
286,0,0,1,562500,Working,Incomplete higher,Married,House / apartment,1,0,,3,2
287,1,0,0,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,,2,2
288,1,0,1,270000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,Core staff,1,2
289,0,0,0,90000,State servant,Secondary / secondary special,Married,House / apartment,1,1,,5,2
290,1,0,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Laborers,4,2
291,1,0,0,157500,State servant,Higher education,Married,House / apartment,1,0,Core staff,2,2
292,1,0,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,,2,0
293,1,1,1,301500,Pensioner,Higher education,Married,House / apartment,1,0,,2,2
294,0,1,1,225000,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,2,1
295,1,0,0,135000,State servant,Higher education,Separated,With parents,1,0,IT staff,1,2
296,0,1,0,247500,Working,Incomplete higher,Separated,House / apartment,1,0,Managers,1,2
297,1,0,0,270000,Working,Secondary / secondary special,Civil marriage,Office apartment,1,0,Sales staff,2,2
298,0,1,1,315000,Working,Higher education,Married,House / apartment,1,0,Sales staff,2,1
299,1,0,1,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,Laborers,2,2
300,0,1,0,315000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Laborers,4,2
301,0,0,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Laborers,2,1
302,1,1,1,256500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,Core staff,1,1
